RowID,EntryID,Markup,Folio,Date,Left column,Main column,Pounds,Shillings,Pence
2219,V2219,tr,56v,1643-03-08,179,p[ai]d m[aste]r w[illia]m Pickering on of the gentlemen of my lord g[e]n[era]ll[es] lieffguard for soe much laid out by him for raising of dragoon horses,26,10,
2220,V2220,tr,56v,1643-03-08,,p[ai]d Hister Price widdow for monies by her expended in provisions for sick & maimed soldiers at warwicke,5,-,-
2221,V2221,close table,56v,1643-03-08,6,p[ai]d m[aste]r Calibut downinge Chaplaine to my lord Robert[es] Regi[men]t for 3 mo[nths] pay for himself & servant ending 22 Feb[ruary],35,16,-
2222,V2222,head,56v,1643-03-09,,9 [March 1642/3],,,
2223,V2223,open table,56v,1643-03-09,116,p[ai]d Capt[ain] Frodsham in full of a warr[an]t of [th]e 27 Febr[uary],15,10,-
2224,V2224,tr,56v,1643-03-09,33,p[ai]d S[i]r w[illia]m Balfour in full of a war[rant] of the 28 Febr[uary],165,12,-
2225,V2225,tr,56v,1643-03-09,126,p[ai]d Capt[ain] Peeter Cannon for [th]e buyinge of severall things belonging to the traine of Artigliry uppon acc[oun]tt,300,-,-
2226,V2226,tr,56v,1643-03-09,6,p[ai]d Edward Cooke surgeon to my lord Robert[es] Regi[men]t for 2 mo[nths] & 10 dayes pay for him & 2 mat[es] to the 14 Febr[uary],29,14,-
2227,V2227,tr,56v,1643-03-09,89,p[ai]d Anthony Macham liefft[enant] to Capt[ain] Gibbons in my lord whartons Regi[men]t for a mo[nths] pay uppon accompt,5,12,-
2228,V2228,close table,56v,1643-03-09,,,373318,3,1
2229,V2229,pb,57r,1643-03-09,,57r,,,
2230,V2230,table (single row),57r,1643-03-09,,Sommeth [th]e paym[entes] on the other side,343318,3,1
2231,V2231,head,57r,1643-03-09,,marche 9 1642[/3],,,
2232,V2232,open table,57r,1643-03-09,125,p[ai]d Collonell midleton [th]e remainer of a war[ran]t of the 28 Febr[uary] of 373.12,73,12,-
2233,V2233,tr,57r,1643-03-09,125,more p[ai]d him for 2 whole monthes due to him as Collonell from [th]e Janu[ary] to [th]e 26 Fe[bruary] at 30s p[er] diem,84,0,0
2234,V2234,tr,57r,1643-03-09,61,p[ai]d liefft[enant] Strelly toward[es] pay of the troop late S[i]r Sigismond Alexand[e]r uppon acc[oun]tt,150,0,0
2235,V2235,tr,57r,1643-03-09,98,p[ai]d Jo[hn] Bridges and w[illia]m dod 2 troop[er]s of Cap[tain] drap[er]s troop wounded at Kinton in part of a warr[ant] for 18 week[es] pay 31 10.0,20,0,0
2236,V2236,tr,57r,1643-03-09,60,p[ai]d nicholas Trowgood & John Kendale 2 sergeant[es] of that compa[ny] of dragoones wherof Capt[ain] Tindall was capt[ain] in part of a warr[an]t of [th]e 9 march of 28l,20,0,0
2237,V2237,tr,57r,1643-03-09,,p[ai]d docter Nevill on of Phisitions of the Army toward[es] his entertainm[en]t uppon acc[oun]tt,30,0,0
2238,V2238,tr,57r,1643-03-09,100,p[ai]d m[aste]r Richard Gardiner another Phisition,30,-,
2239,V2239,tr,57r,1643-03-09,,p[ai]d Rober Jones a wounded troop[er] in part of a warr[ant] of 9 pres[en]t of 15,10,0,0
2240,V2240,tr,57r,1643-03-09,118,p[ai]d Capt[ain] Symon Mathewes uppon acc[oun]tt for his troop of dragoon[er]s,60,0,0
2241,V2241,tr,57r,1643-03-09,165,p[ai]d Cap[tain] Thomas Rog[er]s capt[ain] of Foot latlie in [th]e Regi[men]t of C[olone]ll Grantham for pay due to himself and severall other officers uppon acc[oun]tt,50,0,0
2242,V2242,tr,57r,1643-03-09,98,p[ai]d Capt[ain] mathew drap[er] in full of a war[rant] of 28 Febr[ruary] of 324.2,124,2,-
2243,V2243,tr,57r,1643-03-09,33,p[ai]d Gilbert Carr Capt[ain] leifftenn[ant] to S[i]r w[illia]m Balfours troop in part of a war[rant] dated [th]e 2 Febr[uary] of 69.14,50,-,-
2244,V2244,close table,57r,1643-03-09,17,p[ai]d Major w[illia]m Pretty in part of a war[rant] dated [th]e 28 Febr[uary] of 352.16.,250,0,0
2245,V2245,head,57r,1643-03-10,,10 [March 1642/3],,,
2246,V2246,open table,57r,1643-03-10,41,p[ai]d Capt[ain] Rob[er]t Hammon beinge soe much due to C[aptain] J[oh]n Hammon late capt[ain] of a troope of horse deceased,54,0,0
2247,V2247,tr,57r,1643-03-10,130,p[ai]d Jo[hn] Smith Capt[ain] of a Foot compa[ny] in [th]e g[enera]ll[es] reg[imen]t uppon accompt,50,0,0
2248,V2248,tr,57r,1643-03-10,135,p[ai]d C[aptain] Mathew Scalticke [th]e like,50,0,0
2249,V2249,tr,57r,1643-03-10,144,p[ai]d C[aptain] Henry Gauler the like,40,0,0
2250,V2250,tr,57r,1643-03-10,164,p[ai]d C[aptain] John Huson [th]e like,50,0,0
2251,V2251,tr,57r,1643-03-10,66,p[ai]d C[aptain] Anthony Sanderson [th]e like,30,0,0
2252,V2252,close table,57r,1643-03-10,,,374543,17,1
2253,V2253,pb,57v,1643-03-10,,57v,,,
2254,V2254,table (single row),57v,1643-03-10,,Sommeth [th]e paym[entes] on the other side,374543,17,1
2255,V2255,head,57v,1643-03-10,,marche 10 1642[/3],,,
2256,V2256,open table,57v,1643-03-10,4,p[ai]d Coll[onel] urry the remainer of a warr[ant] of 384.16. of [th]e 28 febr[uary],134,16,-
2257,V2257,tr,57v,1643-03-10,4,more for pay due to him as Coll[onel] of a Regi[men]t of horse,100,-,-
2258,V2258,close table,57v,1643-03-10,26,p[ai]d C[aptain] George Austine Capt[ain] of a troope of horse in part of a warr[an]tt of [th]e 29 [Novem]bre,80,-,-
2259,V2259,head,57v,1643-03-11,,11 [March 1642/3],,,
2260,V2260,table (single row),57v,1643-03-11,81,p[ai]d Capt[ain] Thomas Bushell toward[es] [th]e pay of my lord g[e]n[era]ll[es] owne compa[ny] uppon acc[oun]tt,30,-,-
2261,V2261,head,57v,1643-03-17,,17 Marche [1642/3],,,
2262,V2262,open table,57v,1643-03-17,49,p[ai]d Thomas Pudsey for soe much disbursed by Jams Kirle Esquire receaver of my lord g[e]n[era]ll[es] Rent[es] in Herefordshir toward[es] payment of his Regi[men]t & troope of horse,280,-,-
2263,V2263,tr,57v,1643-03-17,102,p[ai]d Robert Chambers secretary of the army for soe much by him disbursed in messages cariage of packet[es] reward[es] & the like from [th]e 16 [Octo]bre to [th]e 27 febr[ruary],120,18,2
2264,V2264,tr,57v,1643-03-17,9,p[ai]d m[aste]r Jo[hn] Page chaplaine to my lord Rochford[es] Regi[men]t for his & his servant[es] pay for 2 mo[nths] endinge [th]e 18 march,24,5,4
2265,V2265,tr,57v,1643-03-17,75,p[ai]d S[i]r Jo[hn] Meldrom for 1/2 a mo[nths] pay for him in severall offices,67,13,4
2266,V2266,tr,57v,1643-03-17,49,p[ai]d Adam Baynard Capt[ain] leifft[enant] of my lord g[enera]ll[es] troope of liff guard for his pay to the 15 march,68,12,-
2267,V2267,tr,57v,1643-03-17,176,p[ai]d Capt[ain] david Kininmont C[aptain] Robert Rotherford C[aptain] david Hunter C[aptain] Robert Hunter & capt[ain] w[illia]m Abernethy reformado captains of Foot for ther severall paies for a mo[nths] uppon acc[oun]t at 21l each,105,0,0
2268,V2268,tr,57v,1643-03-17,45,p[ai]d Capt[ain] Thomas Tirrill for making up his last mo[nths] pay for his [?troop?],49,6,-
2269,V2269,close table,57v,1643-03-17,50,p[ai]d Collonel Billinsly toward [^his^] pay as assistant g[e]n[era]ll of the Army uppon acc[oun]tt,50,-,-
2270,V2270,head,57v,1643-03-18,,18 [March 1642/3],,,
2271,V2271,open table,57v,1643-03-18,7,p[ai]d Robert Hughs late ensigne to a foot compa[ny] in my lord whartons reg[imen]t for his pay as ensigne from [th]e 19 Janu[ary] to [th]e 17 march being 57 dayes,8,11,-
2272,V2272,tr,57v,1643-03-18,40,p[ai]d S[i]r Jo[hn] merricke for severall payes belonging to him self as by [th]e warr[an]t,214,4,0
2273,V2273,close table,57v,1643-03-18,,,375877,2,11
2274,V2274,pb,58r,1643-03-18,,58r,,,
2275,V2275,table (single row),58r,1643-03-18,,Sommeth [th]e paym[entes] on the other side,375877,2,11
2276,V2276,head,58r,1643-03-24,,24 march [1642/3],,,
2277,V2277,table (single row),58r,1643-03-24,176,p[ai]d James Browne leifft[enant] reformado of horse for a months pay p[er] acc[oun]tt,11,4,-
2278,V2278,head,58r,1643-03-29,,29 [March 1643],,,
2279,V2279,table (single row),58r,1643-03-29,132,p[ai]d Anthony Fastaff Comissary of the draft horses uppon acc[oun]tt,10,-,-
2280,V2280,head,58r,1643-03-29,,No 13,,,
2281,V2281,open table,58r,1643-03-29,109,p[ai]d Captaine Vernon deputy Th[reasure]r of [th]e Army for his pay from [th]e 28 Febr[uary] to the 30 march inclusive at 6s.8d p[er] diem,10,0,0
2282,V2282,close table,58r,1643-03-29,,more for 3 clark[es] allowed him at 2s p[er] diem each,9,0,0
2283,V2283,head,58r,1643-04-10,,Aprill 10 [1643],,,
2284,V2284,open table,58r,1643-04-10,136,p[ai]d major generall Skippon for 1/2 a monthes pay for the officers and 1033 soldiers of his reg[imen]t uppon acc[oun]tt,794,19,4
2285,V2285,tr,58r,1643-04-10,78,p[ai]d Comissary Bond for provision of victuall[es] delivered out by severall sutlers to severall regiment[es] of the Army to be deducted out of ther pay,200,0,0
2286,V2286,tr,58r,1643-04-10,,more for pay to him self deputies and other officers uppon accompt,200,-,-
2287,V2287,tr,58r,1643-04-10,166,p[ai]d Coll[onel] George Melve to be by him paid to sergeant major heborne beinge soe much by him p[ai]d to some of the officers of the Army now prisoners at Oxford,30,0,0
2288,V2288,tr,58r,1643-04-10,100,p[ai]d Docter St John on of the phisitions of the Army for 9 week[es] pay beg[inning] 19 [Novem]bre,21,0,0
2289,V2289,tr,58r,1643-04-10,63,p[ai]d Capt[ain] Thomas Hamon for 1/2 a mo[nths] pay for his troop uppon accompt,174,13,-
2290,V2290,tr,58r,1643-04-10,,more for 1/2 a mo[nths] pay for the officers and sold[ier]s of the troop late in major prettyes Command,107,16,
2291,V2291,tr,58r,1643-04-10,33,p[ai]d Coll[onel] Cholmly toward[es] the pay of his Regi[men]t for 1/2 a mo[nths] uppon accompt,517,15,-
2292,V2292,tr,58r,1643-04-10,125,p[ai]d Coll[onel] midleton for 1/2 a months pay for his troop uppon acc[oun]tt,186,16,0
2293,V2293,tr,58r,1643-04-10,11,p[ai]d major Gunter for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt,209,13,-
2294,V2294,tr,58r,1643-04-10,16,p[ai]d Capt[ain] Evelin for 1/2 a mo[nths] pay for his troop uppon accompt,174,13,-
2295,V2295,tr,58r,1643-04-10,142,p[ai]d Coll[onel] Barkley for 1/2 a mo[nths] pay for his reg[imen]t uppon acc[oun]tt,691,7,4
2296,V2296,close table,58r,1643-04-10,,exam[in]ed,379225,19,7
2297,V2297,pb,58v,1643-04-10,,58v,,,
2298,V2298,table (single row),58v,1643-04-10,,Sommeth [th]e paym[entes] on the other side,379225,19,7
2299,V2299,head,58v,1643-04-12,,12 Aprill [1643],,,
2300,V2300,open table,58v,1643-04-12,49,p[ai]d Capt[ain] Pudsey for a whole mo[nths] pay for himself & 30 of my lord[es] guard of harbediers uppon accompt,91,-,-
2301,V2301,tr,58v,1643-04-12,127,p[ai]d S[i]r Edward Peyto uppon accompt of the traine of Artigliry in part of a warr[an]t of 1449.11.4,1000,-,-
2302,V2302,tr,58v,1643-04-12,106,p[ai]d Major Blare for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt,174,13,-
2303,V2303,tr,58v,1643-04-12,176,p[ai]d [th]e gunsmiths for 3 week[es] uppon acc[oun]t,27,6,-
2304,V2304,tr,58v,1643-04-12,25,p[ai]d liefft[enant] maximilian Petty for 1/2 a months pay for himself officers and 35 troop[er]s of C[aptain] scroops troop,99,15,-
2305,V2305,tr,58v,1643-04-12,156,p[ai]d the lord mordent for 1/2 a month for his troop,174,13,-
2306,V2306,tr,58v,1643-04-12,43,p[ai]d Capt[ain] Fra[ncis] Tomson the like,174,13,-
2307,V2307,tr,58v,1643-04-12,98,p[ai]d Capt[ain] draper the like,169,1,-
2308,V2308,tr,58v,1643-04-12,44,p[ai]d Captaine Greenvile the like,174,13,-
2309,V2309,tr,58v,1643-04-12,119,p[ai]d major w[illia]m urrey the like,192,8,-
2310,V2310,tr,58v,1643-04-12,156,p[ai]d major Belfour the like,174,13,-
2311,V2311,tr,58v,1643-04-12,122,p[ai]d S[i]r James Ramsey the like,174,13,
2312,V2312,tr,58v,1643-04-12,18,p[ai]d Ca[ptain] Sheffeild the like,174,13,-
2313,V2313,tr,58v,1643-04-12,83,p[ai]d Ca[ptain] [^Rudgly^] the like,174,13,-
2314,V2314,tr,58v,1643-04-12,157,p[ai]d C[aptain] Crosse the like,209,13,-
2315,V2315,tr,58v,1643-04-12,92,p[ai]d S[i]r Samuel luke the like,209,13,-
2316,V2316,tr,58v,1643-04-12,12,p[ai]d Coll[onel] Browne the like for his troop,174,13,-
2317,V2317,tr,58v,1643-04-12,45,p[ai]d C[aptain] Thomas Tirell the like,174,13,-
2318,V2318,tr,58v,1643-04-12,36,p[ai]d S[i]r Robert Py the like,174,13,-
2319,V2319,tr,58v,1643-04-12,7,p[ai]d the lord wharton the like,209,13,-
2320,V2320,tr,58v,1643-04-12,15,p[ai]d Coll[onel] Goodwine the like,174,13,-
2321,V2321,tr,58v,1643-04-12,52,p[ai]d Capt[ain] Chichester the like,174,13,-
2322,V2322,tr,58v,1643-04-12,110,p[ai]d Capt[ain] Fra[ncis] Ingoldesby the like,137,4,-
2323,V2323,tr,58v,1643-04-12,109,p[ai]d Comissary Coply for monie by him disbursed for the service,100,-,-
2324,V2324,tr,58v,1643-04-12,,more for a whole mo[nths] pay for the officers of his troop,132,6,-
2325,V2325,tr,58v,1643-04-12,49,p[ai]d my lord G[e]n[era]ll for a mo[nths] entertainm[en]t beg[inning] 21 Janu[ary],280,0,0
2326,V2326,tr,58v,1643-04-12,,more for another month beg[inning] 18 febr[uary],280,0,0
2327,V2327,close table,58v,1643-04-12,,ex[amined],384634,7,7
2328,V2328,pb,59r,1643-04-12,,59r,,,
2329,V2329,table (single row),59r,1643-04-12,,Som[m]eth the paym[entes] on the other side,384634,7,7
2330,V2330,head,59r,1643-04-12,,12 Aprill 1643,,,
2331,V2331,open table,59r,1643-04-12,127,p[ai]d S[i]r Edward Peyto for 1/2 a mo[nths] pay for him self officers & 74 Fier lock[es] of his compa[ny],56,6,0
2332,V2332,tr,59r,1643-04-12,15,p[ai]d m[aste]r Edward Perkins chaplaine to Coll[onel] Goodwins regim[en]t for 2 mo[nths] pay for him & his servant uppon acc[oun]tt,24,5,4
2333,V2333,tr,59r,1643-04-12,122,p[ai]d m[aste]r John Oxenbrig Chaplaine to S[i]r James Ramseis reg[imen]t the like,24,5,4
2334,V2334,tr,59r,1643-04-12,65,p[ai]d S[i]r Edward dodsworth [th]e remaind[e]r of a warr[an]t of the 1 march,20,0,0
2335,V2335,tr,59r,1643-04-12,137,p[ai]d Coll[onel] Holborn for 1/2 a mo[nths] pay for the officers and sold[ier]s of his reg[imen]t uppon accompt,578,18,0
2336,V2336,tr,59r,1643-04-12,69,p[ai]d the Earle of Peterborrough the like for his Regi[men]t,586,2,-
2337,V2337,tr,59r,1643-04-12,49,p[ai]d the Lord Robert[es] the like for his Regi[men]t,598,18,0
2338,V2338,tr,59r,1643-04-12,132,p[ai]d Coll[onel] Holmstead the like for his Regi[men]t,632,2,-
2339,V2339,tr,59r,1643-04-12,46,p[ai]d S[i]r w[illia]m Constable the like for his Regi[men]t,514,10,0
2340,V2340,tr,59r,1643-04-12,154,p[ai]d Coll[onel] Bulstrood the like for his Regi[men]t,605,10,-
2341,V2341,tr,59r,1643-04-12,140,p[ai]d Collonel langham the like for his Regi[men]t,694,12,8
2342,V2342,tr,59r,1643-04-12,75,p[ai]d S[i]r Jo[hn] Meldrom  the like for his Regi[men]t,529,1,-
2343,V2343,tr,59r,1643-04-12,30,p[ai]d Coll[onel] Ballard  the like for his Regi[men]t,443,16,0
2344,V2344,tr,59r,1643-04-12,166,p[ai]d Coll[onel] Melve the like for his Regi[men]t,774,18,0
2345,V2345,tr,59r,1643-04-12,105,p[ai]d major Bamfeild the like for my lord g[e]n[era]ll[es] Regi[men]t,946,-,-
2346,V2346,tr,59r,1643-04-12,13,p[ai]d Coll[onel] Hambden for his Regi[men]t,832,3,-
2347,V2347,tr,59r,1643-04-12,37,p[ai]d S[i]r Phill[i]p stapleton the like for the gentlemen of my lord[es] lieff guard,669,11,-
2348,V2348,tr,59r,1643-04-12,18,p[ai]d m[aste]r symond[es] Chaplain to Coll[onel] midletons reg[imen]t for a mo[nths] pay for him & s[e]rvant,12,2,8
2349,V2349,tr,59r,1643-04-12,119,p[ai]d Major urrey toward[es] his entert[ainmen]t uppon acc[oun]tt,100,0,0
2350,V2350,tr,59r,1643-04-12,136,p[ai]d Capt[ain] Bevil Predieux Capt[ain] of a foot compa[ny] in my lord Peterborrough[es] Regi[men]t for a mo[nths] pay for 91 sold[ier]s upo[n] acc[oun]tt,84,18,8
2351,V2351,tr,59r,1643-04-12,26,p[ai]d Capt[ain] G. Austine for 1/2 a mo[nths] pay for officers & 38 troop[er]s,84,9,0
2352,V2352,tr,59r,1643-04-12,84,p[ai]d m[aste]r Abraham webb Apothecary for severall paym[entes] as by [th]e warr[an]t,169,-,-
2353,V2353,close table,59r,1643-04-12,,,393615,16,3
2354,V2354,pb,59v,1643-04-12,,59v,,,
2355,V2355,table (single row),59v,1643-04-12,,Som[m]eth [th]e paym[entes] on the other side,393615,16,3
2356,V2356,head,59v,1643-04-12,,12 Aprill 1643,,,
2357,V2357,open table,59v,1643-04-12,61,p[ai]d S[i]r Sigismond Alexand[e]r for 2 mo[nths] pay [?at?] 20s p[er] diem,56,0,0
2358,V2358,tr,59v,1643-04-12,32,p[ai]d widdow dowglas [th]e relict of major dowglas slaine at worcester,50,-,-
2359,V2359,tr,59v,1643-04-12,176,p[ai]d leifft[enant] vestinghoven & Cornet schwekhowsen duch reformados in part of pay due to them,40,-,-
2360,V2360,tr,59v,1643-04-12,120,p[ai]d S[i]r Jo[hn] norrich for 1/2 a mo[nths] pay for [th]e officers & 26 troop[er]s of his troope,83,13,-
2361,V2361,tr,59v,1643-04-12,,p[ai]d the traine of Artigliry in p[ar]t of a war[ran]t of the 11 Ap[ri]ll,'0000 [sic: entry deleted],-,-
2362,V2362,tr,59v,1643-04-12,33,p[ai]d S[i]r w[illia]m Balfour for 1/2 a mo[nths] pay for his troope uppon acc[oun]tt,282,16,-
2363,V2363,tr,59v,1643-04-12,61,p[ai]d C[aptain] Richard Fines for a whole mo[nths] pay for the the time he Comanded S[i]r Sigismond Alexand[er]s troope,54,12,-
2364,V2364,tr,59v,1643-04-12,166,p[ai]d Capt[ain] Charles ducket Capt[ain] of a a Foat compa[ny] in S[i]r Jo[hn] Hamdens Regi[men]t for several paym[entes] as by [th]e war[rant],170,1,-
2365,V2365,tr,59v,1643-04-12,122,p[ai]d C[aptain] Samuell Bosa for a mo[nths] pay for a mo[nths] pay for his self as captaine of horse his lieff[tenant] & Antient,98,14,-
2366,V2366,tr,59v,1643-04-12,132,p[ai]d m[aste]r Falstaff Comissary of the draft horses uppon acc[oun]tt,700,-,-
2367,V2367,tr,59v,1643-04-12,136,p[ai]d major G[e]n[era]ll skippon for 1/2 a monthes pay for his troop,224,7,-
2368,V2368,tr,59v,1643-04-12,154,p[ai]d Capt[ain] dundasse toward[es] paym[en]t of his compa[ny] of dragoon[er]s upp[o]n acc[oun]tt,200,-,-
2369,V2369,tr,59v,1643-04-12,123,p[ai]d Capt[ain] melvine for 1 / 2 a mo[nths] pay for his officers & dragon[er]s,100,-,-
2370,V2370,tr,59v,1643-01-06,69,p[ai]d my lord of Peeterborrow [th]e 6 Janu[ary] in part of a warr[an]t of [th]e 3 [Decem]bre for wagons,200,0,0
2371,V2371,tr,59v,1643-04-12,143,p[ai]d in part of 6 warrent[es] due to the severall Captains of the Regi[men]t of dragoners under Collonel seton according to [th]e noat[es] warent[es] & receipt[es] - captaine sparro had his warr[an]t to rec[eive] the [?rem?] in Lond[o]n [?1378?],870,0,0
2372,V2372,tr,59v,1643-04-12,166,p[ai]d major Bains in part of severall warent[es] for the officers of [th]e said Regi[men]t now under Collonel melves  Comand,1050,-,-
2373,V2373,close table,59v,1643-04-12,,,397795,19,3
2374,V2374,p,59v,1643-04-12,,an acc[oun]t sent to london to S[i]r Gilbert Gerrard to this day.,,,
2375,V2375,pb,60r,1643-04-12,,60r,,,
2376,V2376,table (single row),60r,1643-04-12,,Sommeth [th]e paym[entes] on the other side,397795,19,3
2377,V2377,head,60r,1643-04-13,,13 Aprill [1643],,,
2378,V2378,open table,60r,1643-04-13,69,p[ai]d my lord of Peeterborrough toward[es] his entertainm[en]t as marshall of the feild uppon accompt,200,0,0
2379,V2379,tr,60r,1643-04-13,122,p[ai]d Capt[ain] Bosa for 1/2 a mo[nths] pay for the oficers and 30 sold[ier]s of his troop,122,3,0
2380,V2380,tr,60r,1643-04-13,92,p[ai]d S[i]r Samuel luke toward[es] his pay as Scout m[aste]r generall uppon accompt,200,0,0
2381,V2381,tr,60r,1643-04-13,116,p[ai]d Henry Row Capt[ain] of Pion[eer]s in full of a warr[an]t of [th]e 28 Febr[uary],23,15,0
2382,V2382,tr,60r,1643-04-13,148,p[ai]d Richard Hodgson C[aptain] of pion[eer]s in ful of a war[rant] of the 16 febr[uary],10,10,0
2383,V2383,tr,60r,1643-04-13,149,p[ai]d w[illia]m Chees Capt[ain] of Pioneers in full of a warr[an]t of the 27 febr[uary],12,14,0
2384,V2384,tr,60r,1643-04-13,111,p[ai]d my lord Rochford for 1/2 a mo[nths] pay for his Regi[men]t uppon accompt,410,13,4
2385,V2385,tr,60r,1643-04-13,21,p[ai]d Capt[ain] Anselme for 1/2 a mo[nths] pay for him self office[rs] & 96 cuirassiers upon acc[oun]t,322,0,0
2386,V2386,tr,60r,1643-04-13,173,p[ai]d Capt[ain] Adam Baynard for 1/2 a mo[nths] pay for that troop w[hi]ch latelie was S[i]r Sygismond Alexand[er]s uppon acc[oun]t,174,13,0
2387,V2387,tr,60r,1643-04-13,152,p[ai]d major Meldrom for 1/2 a mo[nths] pay for his troop,141,8,0
2388,V2388,tr,60r,1643-04-13,101,p[ai]d Capt[ain] Lidcot for a paym[en]t of his troop uppo acc[oun]t,100,0,0
2389,V2389,tr,60r,1643-04-13,31,p[ai]d Capt[ain] senior provost marshall g[e]n[era]ll in p[ar]t of a war[ran]t of the 12 present- this war[ran]t is mislaid 186.4.,100,0,0
2390,V2390,tr,60r,1643-04-13,120 this warr[an]t was d[elivere]d to m[aste]r Jessope to pay the rest,p[ai]d S[i]r John norrich in part of a war[ran]t of 1938.16.6 of [th]e 7 march,200,0,0
2391,V2391,tr,60r,1643-04-13,100,p[ai]d Docter Gardiner on of [th]e phisitions of [th]e Army for a mo[nths] pay beginning [th]e 1 march,9,6,8
2392,V2392,tr,60r,1643-04-13,,p[ai]d Docter nevill [th]e like uppon acc[oun]tt,9,6,8
2393,V2393,tr,60r,1643-04-13,163,p[ai]d Capt[ain] Boswell for 1/2 a mo[nths] pay for his troope,157,3,-
2394,V2394,tr,60r,1643-04-13,,p[ai]d Cornet Jo[hn] mansell for a reward for taking [th]e kings coll[our]s at hopton heath,20,0,0
2395,V2395,tr,60r,1643-04-13,173,p[ai]d Capt[ain] Edward sand[er]s for paym[en]t of his troop & new recrut[es] uppon accompt,200,0,0
2396,V2396,tr,60r,1643-04-13,128,p[ai]d Quarter m[aste]r g[e]n[era]ll dulbier for a whole months pay for himself officers & tropers from [th]e 9 [Decem]bre to [th]e 6 Janu[ary],349,6,0
2397,V2397,close table,60r,1643-04-13,,,400558,17,11
2398,V2398,pb,60v,1643-04-13,,60v,,,
2399,V2399,table (single row),60v,1643-04-13,,Sommeth the paym[entes] on the other side,400558,17,11
2400,V2400,head,60v,1643-04-13,,13 Aprill [1643],,,
2401,V2401,open table,60v,1643-04-13,102,p[ai]d docter dorisla advocate of the Army in part of a warrent of 56l dated [th]e 12 Aprill,28,0,0
2402,V2402,tr,60v,1643-04-13,89,p[ai]d Capt[ain] devereux Gibbons Captaine of a late compa[ny] in my lord whartons Regi[men]t for an arrear of pay due to him for [th]e offic[er]s and sold[ier]s of his compa[ny] for a whole mo[nth] to [th]e 23 [Octo]bre,52,5,4
2403,V2403,tr,60v,1643-04-13,42,p[ai]d John Baldwin provost marshall g[e]n[era]ll of [th]e horse for 2 mo[nths] pay for himself leifft[enant] & 8 menn beg[inning] 10 [Decem]bre,98,-,-
2404,V2404,tr,60v,1643-04-13,26,p[ai]d quartermaster Benjamine Blackberry toward[es] payment of himself on Corporall & 16 troop[er]s of Cap[tain] Fleming troop uppon accompt,40,-,-
2405,V2405,tr,60v,1643-04-13,26,more p[ai]d him for 1/2 a mo[nths] pay for himself,6,6,-
2406,V2406,tr,60v,1643-04-13,,p[ai]d John Bridges & w[illia]m Dod wounded troop[er]s in full of a warrent of [th]e 9 march,11,10,-
2407,V2407,tr,60v,1643-04-13,,p[ai]d Jo[hn] Brake [th]e like,6,17,6
2408,V2408,tr,60v,1643-04-13,136,p[ai]d major Generall skippon a whole months pay as major g[enera]ll beginning [th]e 14 Janu[ary] at 40s p[er] diem,56,-,-
2409,V2409,tr,60v,1643-04-13,17,p[ai]d James wright surgeon to S[i]r w[illia]m Balfours Regi[men]t for a month pay for him self and mates beg[inning] [th]e 21 Janu[ary],16,16,0
2410,V2410,tr,60v,1643-04-13,122,p[ai]d Lewellin price surgeon to S[i]r Jam[es] Ramsies Regiment for 1/2 a mo[nths] pay for himself & mates uppon accoun[tt],8,8,-
2411,V2411,tr,60v,1643-04-13,15,p[ai]d Richard Thurston surgeon to Coll[onel] Goodwin for a whole mo[nths] pay beginning [th]e 25 Febru[ary],16,16,-
2412,V2412,tr,60v,1643-04-13,64,p[ai]d Hugh ward surgeon to the reg[imen]t that was the Earle of Bedfords for 6 week[es] pay endinge the 10th february,25,4,-
2413,V2413,tr,60v,1643-04-13,50,p[ai]d Coll[onel] Bilingsly assistant to the major gen[era]ll for his entertainm[en]t uppon acc[oun]t,50,-,-
2414,V2414,tr,60v,1643-04-13,171,p[ai]d Capt[ain] Robotham for a mo[nths] pay as Cap[tain] of a troop of horse beg[inning] 7 Ap[ri]ll,54,6,-
2415,V2415,tr,60v,1643-04-13,29,p[ai]d Capt[ain] wingate toward[es] paym[en]t of his officers and troop[er]s uppon acc[oun]tt,100,0,0
2416,V2416,tr,60v,1643-04-13,27,p[ai]d C[aptain] J[ohn] Hale for 1/2 a mo[nths] pay for his troop uppon acc[oun]t,174,13,-
2417,V2417,close table,60v,1643-04-13,,,401303,19,9
2418,V2418,pb,61r,1643-04-13,,61r,,,
2419,V2419,table (single row),61r,1643-04-13,,Sommeth [th]e paym[entes] on the other side,401303,19,9
2420,V2420,head,61r,1643-04-13,,Ap[ri]ll 13 [1643],,,
2421,V2421,open table,61r,1643-04-13,99,p[ai]d Jo[hn] ward Comissarie g[e]n[era]ll for provisions for horse for 3 whole mo[nths] pay for himself and deputies beg[inning] 16 december,109,4,-
2422,V2422,tr,61r,1643-04-13,,p[ai]d Jo[hn] Hall[es] & Richard webster imployed in the service of the state uppon acc[oun]tt,20,0,0
2423,V2423,tr,61r,1643-04-13,178,p[ai]d m[istres]s Primrose toward[es] her husband Capt[ain] Primrose pay now a prison[e]r in oxford,20,0,0
